,zip,city,name,alias,state,locale,address,dolflag,branches,ownership,main_campus,state_fips,religious_affiliation,tuition_revenue_per_fte,instructional_expenditure_per_fte,peps_ownership,faculty_salary,online_only
6186,37214,Nashville,South College-Nashville,,TN,,,0,6,3,0,47,,,,Proprietary,,
6187,303450000,Atlanta,South College-Atlanta,,GA,,,0,6,3,0,13,,,,Proprietary,,
6188,462801397,Inidianapolis,South College - Indianapolis,,IN,,,0,6,3,0,18,,,,Proprietary,,
6189,32821,Orlando,South College - Orlando,,FL,,,0,6,3,0,12,,,,Proprietary,,
6190,370132791,Antioch,Austin Presbyterian Theological Seminary- YMCA Outdoor Center,,TN,,,0,2,2,0,47,,,,Private Nonprofit,,
6191,770494599,Houston,San Jacinto College-North Campus,,TX,,,1,4,1,0,48,,,,Public,,
6192,770896099,Houston,San Jacinto College-South Campus,,TX,,,1,4,1,0,48,,,,Public,,
6193,770440000,Houston,San Jacinto Community College District - Generation Park Campus,,TX,,,0,4,1,0,48,,,,Public,,
6194,77807,Bryan,Texas A & M University Health Science Center,,TX,,,0,2,1,0,48,,,,Public,,
6195,84701,Richfield,Snow College-Richfield Campus,,UT,,,1,2,1,0,49,,,,Public,,
6196,240606832,Blacksburg,Bluefield College - Edward Via College of Osteopathic Medicine,,VA,,,0,2,2,0,51,,,,Private Nonprofit,,
6197,23235,North Chesterfield,Bryant & Stratton College-Richmond,,VA,,,1,17,2,0,51,,,,Private Nonprofit,,
6198,236662198,Hampton,Bryant & Stratton College-Hampton,,VA,,,1,17,2,0,51,,,,Private Nonprofit,,
6199,233202606,Chesapeake,Tidewater Tech - Priority Automotive Tidewater Tech Learning Center,,VA,,,0,2,3,0,51,,,,Proprietary,,
6200,22314,Alexandria,Strayer University-Alexandria Campus,,VA,,,0,52,3,0,51,,,,Proprietary,,
6201,22192,Woodbridge,Strayer University-Woodbridge Campus,,VA,,,0,52,3,0,51,,,,Proprietary,,
6202,20147,Ashburn,Strayer University-Loudoun Campus,,VA,,,0,52,3,0,51,,,,Proprietary,,
6203,22406,Fredericksburg,Strayer University-Fredericksburg Campus,,VA,,,0,52,3,0,51,,,,Proprietary,,
6204,23113,Midlothian,Strayer University-Chesterfield Campus,,VA,,,0,52,3,0,51,,,,Proprietary,,
6205,23606,Newport News,Strayer University-Newport News Campus,,VA,,,0,52,3,0,51,,,,Proprietary,,
6206,23462,Virginia Beach,Strayer University-Virginia Beach Campus,,VA,,,0,52,3,0,51,,,,Proprietary,,
6207,28210,Charlotte,Union Presbyterian Seminary-Charlotte,,NC,,,0,2,2,0,37,,,,Private Nonprofit,,
6208,981083450,Seattle,Shoreline Community College - CNC Machinists Program  Georgetown SSC,,WA,,,0,3,1,0,53,,,,Public,,
6209,981956365,Seattle,Shoreline Community College - Dental Hygiene,,WA,,,0,3,1,0,53,,,,Public,,
6210,986869600,Vancouver,Washington State University-Vancouver,,WA,,,1,5,1,0,53,,,,Public,,
6211,992029600,Spokane,Washington State University-Spokane,,WA,,,1,5,1,0,53,,,,Public,,
6212,993541671,Richland,Washington State University-Tri Cities,,WA,,,1,5,1,0,53,,,,Public,,
6213,98201,Everett,Washington State University - Everett Campus,,WA,,,0,5,1,0,53,,,,Public,,
6214,00614,Arecibo,NUC University - Arecibo,,PR,,,0,27,3,0,72,,,,Proprietary,,
6215,00745,Rio Grande,NUC University - Rio Grande,,PR,,,0,27,3,0,72,,,,Proprietary,,
6216,00780,Ponce,NUC University - Ponce,,PR,,,0,27,3,0,72,,,,Proprietary,,
6217,007260000,Caguas,NUC University - Caguas,,PR,,,0,27,3,0,72,,,,Proprietary,,
6218,006800000,Mayaguez,NUC University - Mayaguez,,PR,,,0,27,3,0,72,,,,Proprietary,,
6219,330271767,Pembroke Pines,NUC University - South Florida,,FL,,,0,27,3,0,12,,,,Proprietary,,
6220,338132101,Lakeland,NUC University - Florida Technical College - Lakeland,,FL,,,0,27,3,0,12,,,,Proprietary,,
6221,327207415,Deland,NUC University - Florida Technical College - Deland,,FL,,,0,27,3,0,12,,,,Proprietary,,
6222,347410000,Kissimmee,NUC University - Florida Technical College - Kissimmee,,FL,,,0,27,3,0,12,,,,Proprietary,,
6223,330270000,Pembroke Pines,NUC University - Florida Technical College - Pembroke Pines,,FL,,,0,27,3,0,12,,,,Proprietary,,
6224,331891208,Cutler Bay,NUC University - Florida Technical College - Cutler Bay,,FL,,,0,27,3,0,12,,,,Proprietary,,
6225,007175033,Ponce,NUC University - IBC Technical Division - Ponce,,PR,,,0,27,3,0,72,,,,Proprietary,,
6226,006801429,Mayaguez,NUC University - IBC Technical Division - Mayaguez,,PR,,,0,27,3,0,72,,,,Proprietary,,
6227,007849604,Guayama,NUC University - IBC Technical Division - Guayama,,PR,,,0,27,3,0,72,,,,Proprietary,,
6228,007380000,Fajardo,NUC University - IBC Technical Division - Fajardo,,PR,,,0,27,3,0,72,,,,Proprietary,,
6229,006740000,Manati,NUC University - IBC Technical Division - Manati,,PR,,,0,27,3,0,72,,,,Proprietary,,
6230,009830001,Carolina,NUC University - IBC Technical Division - Los Colobos,,PR,,,0,27,3,0,72,,,,Proprietary,,
6231,006760000,Moca,NUC University - IBC Technical Division - Moca,,PR,,,0,27,3,0,72,,,,Proprietary,,
6232,006030000,Aguadilla,NUC University - IBC Technical Division - Aguadilla,,PR,,,0,27,3,0,72,,,,Proprietary,,
6233,007260000,Caguas,NUC University - IBC Technical Division - Caguas,,PR,,,0,27,3,0,72,,,,Proprietary,,
6234,006120000,Arecibo,NUC University - IBC Technical Division - Arecibo,,PR,,,0,27,3,0,72,,,,Proprietary,,
6235,009280000,San Juan,NUC University - IBC Technical Division - Escorial,,PR,,,0,27,3,0,72,,,,Proprietary,,
6236,009610000,Bayamon,NUC University - IBC Technical Division - Bayamon,,PR,,,0,27,3,0,72,,,,Proprietary,,
6237,006980000,Yauco,NUC University - IBC Technical Division - Yauco,,PR,,,0,27,3,0,72,,,,Proprietary,,
6238,328262707,Orlando,NUC University - Florida Technical College - Orlando,,FL,,,0,27,3,0,12,,,,Proprietary,,
6239,336074703,Tampa,NUC University - Florida Technical College - Tampa,,FL,,,0,27,3,0,12,,,,Proprietary,,
6240,00850,St. Croix,University of the Virgin Islands-Albert A. Sheen,,VI,,,0,2,1,0,78,,,,Public,,
6241,46016,Anderson,Purdue University - Purdue Polytechnic Anderson,,IN,,,0,11,1,0,18,,,,Public,,
6242,46241,Indianapolis,Purdue University - Purdue Polytechnic Indianapolis,,IN,,,0,11,1,0,18,,,,Public,,
6243,46601,South Bend,Purdue University - Purdue Polytechnic South Bend,,IN,,,0,11,1,0,18,,,,Public,,
6244,47150,New Albany,Purdue University - Purdue Polytechnic New Albany,,IN,,,0,11,1,0,18,,,,Public,,
6245,47203,Columbus,Purdue University - Purdue Polytechnic Columbus,,IN,,,0,11,1,0,18,,,,Public,,
